IE_XML_ID;IE_NAME;IP_PROP45
3114;Набор (описания+пряжа ) носки Ромбы автор Наталья Гусева;
3119;"Набор ""Носки  Можжевельник"", автор Наталья Гусева";
3133;"Набор ""Шапка и рукавицы  Наби"", автор Мария Щербакова.";
3134;"Набор ""Рукавицы Наби"", автор Мария Щербакова.";
3135;"Набор ""Шапка Наби"", автор Мария Щербакова.";
4037;Пряжа Roma (Рим), шерсть/акрил/альпака/нейлон/шелк, 80 м/50 г;
4112;Пряжа Merino Yak, меринос/альпака/як, 115 м/50 г;
4958; пряжа Dolly Maxi, 100% шерсть 87 м/50 гр;
3025;Подарочный сертификат на сумму 1000 руб;
2575;Набор средств для стирки Eucalan , 5 шт по 100 мл;
2576;Средство для стирки Eucalan Eucalyptus (эвкалипт), 500 мл;
2577;Средство для стирки Eucalan Eucalyptus (эвкалипт), 100 мл;
2578;Средство для стирки Eucalan lavender (лаванда), 500 мл;
2579;Средство для стирки Eucalan lavender (лаванда), 100 мл;
2580;Средство для стирки Eucalan Grapefruit (грейпфрут), 500 мл;
2581;Средство для стирки Eucalan Grapefruit (грейпфрут), 100 мл;
2582;Средство для стирки Eucalan Neutral (нейтральный), 500 мл;
2583;Средство для стирки Eucalan Neutral (нейтральный), 100 мл;
2584;Средство для стирки Eucalan Jasmine (жасмин), 500 мл;
2585;Средство для стирки Eucalan Jasmine (жасмин), 100 мл;
2586;Средство для стирки Eucalan Jasmine (жасмин), 5 мл;
2587;Средство для стирки Eucalan Neutral (нейтральный), 5 мл;
2588;Средство для стирки Eucalan Grapefruit (грейпфрут), 5 мл;
2589;Средство для стирки Eucalan lavender (лаванда), 5 мл;
2590;Средство для стирки Eucalan Eucalyptus (эвкалипт), 5 мл;
4960;Пряжа Mondial Soave Lux, меринос экстрафайн, беби альпака,  микрофибра,  полиэстер металлик, 210м/50г;
